metric_id,campaign_id,measurement_date,impressions,unique_impressions,clicks,unique_clicks,conversions,conversion_value,acquisition_cost,cost_per_click,cost_per_conversion,revenue_generated,profit,roi_score,roas,customer_acquisition_cost,lifetime_value_generated,attribution_model,benchmark_roi,performance_vs_benchmark
ROI41206,CMP16171,2024-04-14,44296824,28085992,1008819,774299,239934,2445887196,4909879,4.87,20.46,10847416140,10842506261,220830.42,2209.3,20.46,64768743696,Last Click,3.89,At
ROI41207,CMP17404,2023-02-08,33883435,26963652,1787062,1398821,367676,15714839916,4441874,2.49,12.08,16486591840,16482149966,371062.98,3711.63,12.08,104454913220,Position Based,3.73,Above
ROI41208,CMP19647,2024-05-22,10198624,6707578,1276388,928345,141024,4374423456,2526560,1.98,17.92,6122274912,6119748352,242216.62,2423.17,17.92,34623225312,Last Click,2.99,Above
ROI41209,CMP13641,2025-05-21,9925822,6715503,394382,373420,58124,1176429760,2464558,6.25,42.4,493007768,490543210,19903.9,200.04,42.4,23557366580,Last Click,3.8,Below
ROI41210,CMP16327,2024-11-27,19343495,17091422,2142464,1672484,452571,11560473624,3109667,1.45,6.87,14083104378,14079994711,452781.43,4528.81,6.87,156060510501,First Click,4.7,Below
ROI41211,CMP19317,2025-01-03,8024724,6709671,685637,564832,167761,2246319790,578905,0.84,3.45,6724196402,6723617497,1161437.11,11615.37,3.45,71672699791,Time Decay,2.45,Above
ROI41212,CMP12839,2024-11-11,29633617,20342239,2345090,1899615,313253,14356698243,4152883,1.77,13.26,3591445645,3587292762,86380.78,864.81,13.26,56538407464,Time Decay,4.9,Below
ROI41213,CMP17011,2025-03-03,33429225,28717645,1233068,933241,286204,10505404024,3193142,2.59,11.16,7655098388,7651905246,239635.61,2397.36,11.16,138515580900,Linear,4.58,At
ROI41214,CMP17937,2025-10-01,19991883,12503348,1125283,977972,65065,2104722620,1486120,1.32,22.84,1326675350,1325189230,89171.08,892.71,22.84,13582969400,Time Decay,3.3,Above
ROI41215,CMP17649,2025-04-10,3708714,2798264,172497,147075,9907,478944008,592079,3.43,59.76,241195822,240603743,40637.1,407.37,59.76,1772114625,Position Based,4.89,Below
ROI41216,CMP15104,2024-05-23,31151698,21468134,1421717,1061166,169885,4760177700,2848860,2.0,16.77,6192478135,6189629275,217266.88,2173.67,16.77,75978517975,Position Based,2.6,Below
ROI41217,CMP15321,2025-03-27,13737189,8572765,676197,485617,163053,3720543354,3027674,4.48,18.57,2413510506,2410482832,79615.01,797.15,18.57,28990171188,Position Based,1.9,Above
ROI41218,CMP12581,2023-05-11,6986982,4323384,183365,162527,20423,446528472,702744,3.83,34.41,953774523,953071779,135621.48,1357.21,34.41,3035470490,Linear,1.76,Above
ROI41219,CMP17179,2025-09-15,2710877,1941507,78835,65162,5857,237595062,833193,10.57,142.26,132450198,131617005,15796.7,158.97,142.26,303140749,Position Based,4.5,Above
ROI41220,CMP10684,2025-07-11,21246375,15600388,1987235,1869739,202161,4778277396,2591366,1.3,12.82,9412009677,9409418311,363106.5,3632.06,12.82,99882089592,Time Decay,2.35,At
ROI41221,CMP13523,2024-03-24,25072646,20832096,1356148,988737,269688,7231953408,2683165,1.98,9.95,11353055736,11350372571,423021.79,4231.22,9.95,59733734496,Last Click,4.54,At
ROI41222,CMP11753,2024-04-22,7038429,4987303,115290,102957,11535,95244495,644083,5.59,55.84,569771325,569127242,88362.41,884.62,55.84,4033593405,First Click,2.43,At
ROI41223,CMP15619,2024-12-14,31917383,23071519,2982206,2563418,226863,4318564068,2864251,0.96,12.63,11150997039,11148132788,389216.34,3893.16,12.63,107256062277,Position Based,2.17,Above
ROI41224,CMP12177,2026-01-31,34026722,23612256,1325225,1112684,142289,2066747725,3908315,2.95,27.47,4632218395,4628310080,118422.14,1185.22,27.47,57613669834,Time Decay,1.57,At
ROI41225,CMP17938,2025-07-14,31751675,26930685,2252261,1819364,192610,4052321790,2266128,1.01,11.77,8339242560,8336976432,367895.21,3679.95,11.77,17256700340,Time Decay,3.18,At
ROI41226,CMP19956,2025-08-07,20632468,15685700,1073022,916100,131610,6011023530,1482635,1.38,11.27,2118526170,2117043535,142789.26,1428.89,11.27,40401506190,First Click,2.3,Above
ROI41227,CMP19379,2024-01-26,31755805,22394692,3377067,2444207,620554,24215878742,2103837,0.62,3.39,25335978712,25333874875,1204174.79,12042.75,3.39,98993256296,First Click,2.59,At
ROI41228,CMP10538,2023-12-30,34975919,21145955,1736564,1277262,337615,12349956700,4657653,2.68,13.8,10722990015,10718332362,230123.03,2302.23,13.8,106987154965,Last Click,2.1,Below
ROI41229,CMP19015,2023-11-22,18609823,14820741,663215,572513,52967,2366300725,3750047,5.65,70.8,1345891470,1342141423,35789.99,358.9,70.8,15981203240,Time Decay,2.23,Above
ROI41230,CMP13844,2023-01-23,2104513,1593627,132993,95984,24306,313085586,766794,5.77,31.55,1111513380,1110746586,144855.93,1449.56,31.55,11531835864,Time Decay,4.7,At
ROI41231,CMP10564,2024-04-26,38984026,31183712,590629,520195,82855,3345353480,2552630,4.32,30.81,2693284630,2690732000,105410.18,1055.1,30.81,22798381800,Last Click,2.51,Above
ROI41232,CMP13231,2024-12-16,33023243,19849935,2163803,1720282,326924,7703310212,3458394,1.6,10.58,12955998120,12952539726,374524.7,3746.25,10.58,129810404984,Last Click,4.83,Above
ROI41233,CMP11104,2025-03-18,15662628,13998432,2258340,1974137,185681,8216198569,1404860,0.62,7.57,5960360100,5958955240,424167.19,4242.67,7.57,57518589051,Linear,1.54,Above
ROI41234,CMP11345,2024-12-01,3075159,2296260,260224,194927,15364,731649044,559718,2.15,36.43,411893476,411333758,73489.46,735.89,36.43,1470380892,Time Decay,4.24,Above
ROI41235,CMP13511,2025-06-23,3886078,3095889,215266,185594,40674,636182034,1429273,6.64,35.14,1146640734,1145211461,80125.45,802.25,35.14,17985758082,Linear,2.35,Above
ROI41236,CMP19011,2024-08-19,2726440,2177080,101299,76526,12090,447813600,240229,2.37,19.87,268954140,268713911,111857.4,1119.57,19.87,872486940,First Click,1.7,Above
ROI41237,CMP18680,2025-10-03,20452902,18196698,563316,515832,105885,2774610540,4678302,8.3,44.18,2316446145,2311767843,49414.68,495.15,44.18,18381530115,First Click,4.13,Below
ROI41238,CMP13223,2023-08-08,33242617,26519573,731251,552436,66339,2108916810,3844936,5.26,57.96,483743988,479899052,12481.33,125.81,57.96,5705883729,Position Based,3.89,Below
ROI41239,CMP15604,2025-01-24,51262901,41139548,4172958,3545495,851234,39128673278,4148307,0.99,4.87,31314345158,31310196851,754770.48,7548.7,4.87,58318041340,Linear,4.19,Above
ROI41240,CMP13906,2025-03-12,48444143,37208919,3226513,2509844,541951,3942151574,4901865,1.52,9.04,18038297084,18033395219,367888.45,3679.88,9.04,43031993302,Last Click,4.54,Below
ROI41241,CMP14975,2025-04-01,28480254,23880306,1195562,1061642,272703,13560702081,4803985,4.02,17.62,6088367178,6083563193,126635.77,1267.36,17.62,79000968288,Linear,4.0,At
ROI41242,CMP15128,2025-08-02,44097709,28813168,1423889,1080027,238552,1265756912,4063649,2.85,17.03,9839077240,9835013591,242024.19,2421.24,17.03,35520869904,Time Decay,2.77,Above
ROI41243,CMP15389,2023-04-07,4245896,2939078,300072,215087,50322,2442579558,571750,1.91,11.36,1981428750,1980857000,346455.09,3465.55,11.36,22629954366,Time Decay,3.82,At
ROI41244,CMP17225,2024-06-19,19432840,16785292,2144222,1628425,452062,18432375988,3279111,1.53,7.25,10382960016,10379680905,316539.48,3166.39,7.25,71694772890,First Click,3.76,Below
ROI41245,CMP17993,2024-12-01,2519910,1637713,117439,106431,12211,120717946,335378,2.86,27.47,502971090,502635712,149871.4,1499.71,27.47,4124069874,Time Decay,3.66,Above
ROI41246,CMP18298,2025-11-14,48686475,40647589,3721580,2962708,845231,8546130641,3463103,0.93,4.1,11146906428,11143443325,321776.26,3218.76,4.1,301006199413,Linear,2.47,Below
ROI41247,CMP18477,2023-07-18,5968774,4709850,123269,95085,20439,703530819,2018739,16.38,98.77,503739594,501720855,24853.18,249.53,98.77,7188478056,Position Based,4.31,Above
ROI41248,CMP10327,2025-01-18,31407942,28095778,2520326,2024969,305114,7309921212,3825257,1.52,12.54,5240638064,5236812807,136900.94,1370.01,12.54,61628756404,Position Based,3.8,At
ROI41249,CMP19034,2024-07-23,11299826,9019453,1149299,838236,257233,8599813656,2803339,2.44,10.9,4478169297,4475365958,159644.12,1597.44,10.9,116981079711,Last Click,4.01,At
ROI41250,CMP18806,2025-03-19,17288901,14913645,1750421,1593657,408851,8548665559,2117258,1.21,5.18,9240032600,9237915342,436315.05,4364.15,5.18,186396806304,First Click,2.31,Below
ROI41251,CMP16530,2025-11-11,29247795,22601986,4207123,3136706,620236,17290939208,4472506,1.06,7.21,13165749572,13161277066,294270.75,2943.71,7.21,79150796904,Position Based,2.14,Below
ROI41252,CMP17002,2023-02-05,48967944,32388242,1586241,1497140,117678,5602178868,3055361,1.93,25.96,5673962448,5670907087,185605.14,1857.05,25.96,46248866136,Linear,2.86,Below
ROI41253,CMP16188,2024-11-19,8301202,6753264,470024,340493,54220,1276935220,1956161,4.16,36.08,397920580,395964419,20241.91,203.42,36.08,25736932720,Position Based,3.01,Above
ROI41254,CMP18693,2024-10-17,16632090,14757238,588137,519247,89954,502123228,2314929,3.94,25.73,4066010754,4063695825,175543.0,1756.43,25.73,22375157960,Time Decay,2.28,Above
ROI41255,CMP10790,2023-08-13,15770798,13744647,1423580,1256738,263087,12309051469,3657896,2.57,13.9,9003889488,9000231592,246049.41,2461.49,13.9,87615863610,Time Decay,2.85,At
ROI41256,CMP15912,2025-11-26,20644836,14233310,2960839,2654184,304560,14712379920,1352177,0.46,4.44,11703022560,11701670383,865394.87,8654.95,4.44,147026035440,Position Based,1.59,Above
ROI41257,CMP14441,2023-12-10,25615563,22968704,2351383,1749523,258557,12684547863,3237681,1.38,12.52,12802708412,12799470731,395328.35,3954.28,12.52,20389546463,Position Based,2.3,Below
ROI41258,CMP14541,2023-08-22,10904563,9407791,332097,305084,18847,471910033,3350251,10.09,177.76,735881115,732530864,21864.95,219.65,177.76,3415208329,Last Click,4.52,Below
ROI41259,CMP18137,2023-04-04,18363382,16090546,845276,671854,97274,1178279962,3513560,4.16,36.12,2730773002,2727259442,77620.97,777.21,36.12,39311536168,Linear,4.52,Below
ROI41260,CMP16395,2025-04-03,20707048,16344022,2264072,1923340,242805,4025464095,2113669,0.93,8.71,1735570140,1733456471,82011.73,821.12,8.71,101365502985,Linear,2.94,Below
ROI41261,CMP18751,2026-01-03,29301124,20585430,2811986,2499523,576398,4282637140,2281157,0.81,3.96,27236534694,27234253537,1193878.96,11939.79,3.96,153012918672,First Click,4.41,Below
ROI41262,CMP17247,2024-06-11,13208133,11666688,1161123,846746,139294,4375363834,4542875,3.91,32.61,6218502042,6213959167,136784.73,1368.85,32.61,12476842168,Last Click,3.53,Below
ROI41263,CMP12506,2023-04-07,35128356,23568003,942016,659785,92447,4079593663,2541743,2.7,27.49,4044463803,4041922060,159021.67,1591.22,27.49,29016524784,Last Click,3.32,Below
ROI41264,CMP10719,2024-05-01,63800475,50931599,1800733,1338552,207829,6004387639,4279633,2.38,20.59,8377794819,8373515186,195659.66,1957.6,20.59,99189507685,Linear,3.79,At
ROI41265,CMP10321,2023-07-13,22566203,19582714,1533981,1125378,267181,11179654583,3518202,2.29,13.17,10930374710,10926856508,310580.7,3106.81,13.17,36002105388,Linear,2.95,At
ROI41266,CMP17710,2023-04-13,68561591,60881692,6715720,5331043,663562,15796756972,4644491,0.69,7.0,9721846862,9717202371,209219.96,2093.2,7.0,185125171694,Last Click,2.04,Above
ROI41267,CMP12816,2024-05-21,7186101,5705073,630819,588724,150204,4223886684,1642402,2.6,10.93,2213406144,2211763742,134666.41,1347.66,10.93,68717428776,Time Decay,4.24,Above
ROI41268,CMP11504,2025-01-15,38380104,26478353,1841907,1376208,136875,738577500,3294173,1.79,24.07,6399864375,6396570202,194178.33,1942.78,24.07,33673440000,Linear,3.06,Above
ROI41269,CMP15549,2023-10-05,35135582,26275419,1389504,1078872,115115,1059058000,3240750,2.33,28.15,2364116755,2360876005,72849.68,729.5,28.15,32986203250,Linear,4.69,Below
ROI41270,CMP15307,2026-04-16,27472055,16988008,2367510,1681685,394161,7223394486,2798203,1.18,7.1,13796817483,13794019280,492959.92,4930.6,7.1,38828800110,Position Based,3.84,At
ROI41271,CMP15545,2026-04-21,22356000,19955577,1908644,1598799,441464,5633522104,4728128,2.48,10.71,4476444960,4471716832,94576.9,946.77,10.71,182665883672,Position Based,2.91,Below
ROI41272,CMP16871,2023-02-02,11649346,10077797,825512,609346,64793,1586262226,3042911,3.69,46.96,2269893169,2266850258,74496.11,745.96,46.96,9862142530,First Click,3.53,At
ROI41273,CMP11476,2023-08-22,27571852,24548788,2521337,2225052,414334,15336987344,4938145,1.96,11.92,5847910076,5842971931,118323.22,1184.23,11.92,58641519688,Linear,2.7,Below
ROI41274,CMP17826,2024-09-09,31443230,21485278,2926792,2350619,679214,10818520592,4100842,1.4,6.04,19319563016,19315462174,471012.1,4711.12,6.04,59018942102,First Click,4.26,Above
ROI41275,CMP13502,2025-10-08,48048734,39868977,4374575,3964693,288453,10048837161,4005840,0.92,13.89,3558933114,3554927274,88743.62,888.44,13.89,72191420763,First Click,3.91,Below
ROI41276,CMP14511,2025-11-18,3574257,2428887,121712,110690,25993,456930947,521943,4.29,20.08,631889830,631367887,120964.91,1210.65,20.08,3422186394,Last Click,1.63,At
ROI41277,CMP19655,2023-08-11,18066523,14646799,1258969,1159125,276713,3331624520,3620740,2.88,13.08,12074925181,12071304441,333393.3,3334.93,13.08,47724414397,Position Based,3.27,Below
ROI41278,CMP15094,2026-04-03,58670153,51600076,2057541,1620991,243702,5601003066,4815904,2.34,19.76,10547666262,10542850358,218917.37,2190.17,19.76,114282834390,Last Click,4.6,Below
ROI41279,CMP12219,2023-12-29,7472056,5097296,722403,650590,134667,5630157936,885527,1.23,6.58,5034929796,5034044269,568480.04,5685.8,6.58,51465418056,Position Based,3.54,Below
ROI41280,CMP14613,2024-10-18,23263290,14430588,1815993,1499400,362670,8543417190,3524995,1.94,9.72,13562407320,13558882325,384649.69,3847.5,9.72,71260302960,Time Decay,1.71,At
ROI41281,CMP17153,2024-11-29,28498132,23835329,3658889,2663751,285675,11253880950,4504144,1.23,15.77,6214288275,6209784131,137868.24,1379.68,15.77,136822898550,Last Click,1.58,Below
ROI41282,CMP12739,2025-03-08,1604070,1243668,182687,130438,22619,751493656,393415,2.15,17.39,116917611,116524196,29618.65,297.19,17.39,10607383621,Last Click,1.77,Above
ROI41283,CMP10221,2025-07-28,45157495,32287438,3542538,2825943,673092,13228277076,3512359,0.99,5.22,25963177716,25959665357,739094.87,7391.95,5.22,308338733556,Time Decay,1.56,Below
ROI41284,CMP17716,2023-01-27,32623962,28089208,3497225,3110131,652614,26827003698,2976679,0.85,4.56,17356921944,17353945265,582996.87,5830.97,4.56,252098262060,First Click,4.77,Above
ROI41285,CMP13429,2025-02-03,58916436,50060311,6605646,4882683,765879,9457839771,4163706,0.63,5.44,9698325777,9694162071,232825.33,2329.25,5.44,115298488176,Time Decay,3.85,Above
ROI41286,CMP17213,2026-03-21,15093464,13001217,709049,639306,105806,4425653368,2058461,2.9,19.46,2385396270,2383337809,115782.51,1158.83,19.46,22941597562,Last Click,3.57,At
ROI41287,CMP10036,2024-07-16,66681657,53422094,6838683,4905888,1003231,13887726733,4564521,0.67,4.55,33653383895,33648819374,737181.83,7372.82,4.55,369000400572,Position Based,2.37,At
ROI41288,CMP14270,2024-12-27,8702725,7149755,1011540,950111,142059,3193486320,1778487,1.76,12.52,5972586537,5970808050,335724.02,3358.24,12.52,25988415519,Position Based,2.01,Above
ROI41289,CMP11399,2025-10-18,54061498,41563340,3411166,2405147,318268,13932818236,4190816,1.23,13.17,3132711924,3128521108,74651.84,747.52,13.17,52760877700,First Click,4.44,Above
ROI41290,CMP18588,2024-03-05,11346738,9357844,981859,853120,178629,6469585122,4049081,4.12,22.67,7856996565,7852947484,193943.95,1940.44,22.67,68004596187,Time Decay,1.55,At
ROI41291,CMP19196,2025-07-01,27066904,18187874,611252,446641,63122,2793464110,4143209,6.78,65.64,1646474248,1642331039,39639.11,397.39,65.64,4656131208,Linear,3.17,At
ROI41292,CMP14889,2024-12-12,26038243,19211261,463728,349445,61181,1951612719,1875452,4.04,30.65,1509151727,1507276275,80368.69,804.69,30.65,20281623862,Last Click,1.57,Below
ROI41293,CMP11537,2025-09-07,34859710,25347653,1243313,1136842,208638,2533282596,3654580,2.94,17.52,9401436918,9397782338,257150.82,2572.51,17.52,71141593878,Linear,1.55,At
ROI41294,CMP10094,2025-07-23,55013992,45364959,5441078,3996943,355721,17481908545,3774032,0.69,10.61,4988275583,4984501551,132073.64,1321.74,10.61,120382033657,First Click,3.13,Above
ROI41295,CMP15653,2024-02-02,10691130,7800996,524229,404095,130485,1065931965,2753141,5.25,21.1,765555495,762802354,27706.62,278.07,21.1,13925750655,First Click,4.52,Above
ROI41296,CMP17105,2025-07-09,24642792,19233289,1074841,823311,214619,1848513447,2300453,2.14,10.72,3668911805,3666611352,159386.49,1594.86,10.72,61515814732,Time Decay,1.73,Above
ROI41297,CMP13322,2025-01-21,37045998,28439918,782945,706242,109221,3331786605,2544499,3.25,23.3,4711793940,4709249441,185075.7,1851.76,23.3,53355441489,First Click,4.34,Above
ROI41298,CMP13606,2023-04-22,6203106,3857573,257559,220559,52717,1065357853,413814,1.61,7.85,1147227354,1146813540,277132.61,2772.33,7.85,18822130397,Time Decay,3.39,Above
ROI41299,CMP19710,2025-12-27,6779817,5361538,487537,407988,75854,1811469374,1109066,2.27,14.62,755278278,754169212,68000.39,681.0,14.62,24722563242,Linear,3.66,Below
ROI41300,CMP12826,2025-12-17,10659736,7292532,1134784,992739,233048,10156464888,1817789,1.6,7.8,10856541080,10854723291,597138.79,5972.39,7.8,96184036656,Last Click,2.66,Below
ROI41301,CMP11728,2024-10-18,2734032,2035327,358874,252815,27967,453988311,499881,1.39,17.87,374338295,373838414,74785.48,748.85,17.87,12937086728,Linear,2.59,Below
ROI41302,CMP14708,2025-05-27,2735186,2143468,90395,65544,22393,473835880,598300,6.62,26.72,750994041,750395741,125421.32,1255.21,26.72,1503555592,Time Decay,4.38,At
ROI41303,CMP10743,2025-09-14,35305199,25835180,3925662,3001314,760235,13507855480,3588560,0.91,4.72,5786908820,5783320260,161159.92,1612.6,4.72,42964681025,Position Based,4.52,At
ROI41304,CMP17603,2023-04-15,22286012,15463334,1366166,1175656,123498,5407236432,2116926,1.55,17.14,1522853838,1520736912,71837.04,719.37,17.14,60253686216,Last Click,4.16,Below
ROI41305,CMP11494,2023-12-03,13215299,9929797,250545,223109,51694,2116404054,1856176,7.41,35.91,2057421200,2055565024,110741.92,1108.42,35.91,20494034606,Time Decay,2.91,Below
ROI41306,CMP15873,2025-03-23,11436482,8342369,1144534,956940,110595,3113138655,1553843,1.36,14.05,3708471540,3706917697,238564.49,2386.64,14.05,13833775575,Time Decay,3.48,Above
ROI41307,CMP10035,2023-03-28,31964893,22646776,3792975,3107925,514614,18308936892,2962556,0.78,5.76,15070470990,15067508434,508598.27,5086.98,5.76,87016595874,Last Click,4.54,Above
ROI41308,CMP12021,2024-07-09,17002095,12664348,1882191,1516058,418786,15955327814,1800438,0.96,4.3,5643560136,5641759698,313354.84,3134.55,4.3,208039483648,First Click,1.65,Below
ROI41309,CMP14985,2024-02-25,68835095,51712975,4682282,3527623,877965,18077299350,4286665,0.92,4.88,40401315405,40397028740,942388.28,9424.88,4.88,292911073125,Position Based,1.55,Above
ROI41310,CMP13724,2023-02-22,37593428,24620309,1205667,977064,175659,2210317197,2688068,2.23,15.3,3894887007,3892198939,144795.4,1448.95,15.3,82268136060,Position Based,3.57,Below
ROI41311,CMP12464,2024-06-11,8815019,6586255,892744,737217,199325,2016571025,2295680,2.57,11.52,8654492175,8652196495,376890.35,3769.9,11.52,68354322925,Linear,4.68,Above
ROI41312,CMP18670,2024-10-05,9363761,6046006,860162,808414,152824,6560581496,2147684,2.5,14.05,2549409968,2547262284,118605.08,1187.05,14.05,40544971320,First Click,4.1,Above
ROI41313,CMP17525,2023-08-25,11421412,9654947,654601,569097,140462,6055738206,1565769,2.39,11.15,2282647962,2281082193,145684.47,1457.84,11.15,68667236554,Position Based,1.84,At
ROI41314,CMP12335,2024-11-01,5812865,4804598,192749,144318,23202,235546704,498830,2.59,21.5,123481044,122982214,24654.13,247.54,21.5,1548779904,Linear,3.67,At
